,X2600.HK.Equity,X486.HK.Equity,AA.Equity,AWC.AU.Equity,HNDL.IN.Equity
490,-2.5111,-1.3675,0.6837,-3.4483,-1.6726
491,-1.9697,-1.9064,-1.7284,0,-2.5
492,-1.9697,-1.9064,-1.7284,0,-2.5
493,-1.9697,-1.9064,-1.7284,0,-2.5
494,-1.9697,-1.9064,-1.9472,-1.3393,-1.5067
495,0.4637,-3.8869,0.5125,-1.3575,0.7515
496,4.1538,-2.2059,-1.7846,0.4587,-2.1577
497,-3.1019,0,0.584,-0.4566,-0.3539
498,-1.2195,0.5639,-1.4194,1.8349,0.9563
499,-1.2195,0.5639,-1.4194,1.8349,0.9563
500,-1.2195,0.5639,-1.4194,1.8349,0.9563
501,2.7778,1.4953,-1.178,1.8349,-2.3816
502,0.3003,0.3683,2.053,0,-1.9961
503,-0.7485,-0.5505,-2.9202,-1.8018,-1.9519
504,-2.8658,-1.845,-1.1364,-3.6697,-0.0866
505,-2.4845,0.5639,-0.4733,0,-1.9059
506,-2.4845,0.5639,-0.4733,0,-1.9059
507,-2.4845,0.5639,-0.4733,0,-1.9059
508,-0.3185,-1.4953,0.4076,-2.381,-0.7359
509,1.4377,1.518,3.9919,1.9512,0.5931
510,0.1575,0.3738,-0.5205,2.8708,-1.1498
511,-1.7296,-1.4898,-0.0654,-1.8605,-0.5965
512,2.88,1.1342,-0.3272,-0.4739,3.7204
513,2.88,1.1342,-0.3272,-0.4739,3.7204
514,2.88,1.1342,-0.3272,-0.4739,3.7204
515,0.1555,-0.9346,0.3283,-2.8571,0.7232
516,0,-0.9434,2.4215,-0.4902,3.8484
517,-0.6211,0.1905,1.0863,1.9704,0.6914
518,2.5,1.5209,0.2528,1.9324,-0.8239
519,2.5,1.5209,2.8373,2.3697,3.5724
520,2.5,1.5209,2.8373,2.3697,3.5724
521,2.5,1.5209,2.8373,2.3697,3.5724
522,1.9817,-0.1873,2.8373,1.8519,1.738
523,-2.5411,0.1876,0.4905,-1.3636,-1.8922
524,-2.454,-1.4981,-0.9152,0,1.4198
525,0,-0.1901,1.5394,0.4608,3.3545
526,1.5723,0.9524,-0.6671,1.8349,-3.8589
527,1.5723,0.9524,-0.6671,1.8349,-3.8589
528,1.5723,0.9524,-0.6671,1.8349,-3.8589
529,-2.0124,-1.8868,-2.8694,-3.1532,-4.2796
530,-3.9494,-2.6923,-1.2571,0,-2.3605
531,2.3026,-0.5929,0.8912,0.4651,0.7395
532,-0.4823,-1.5905,-2.4606,-1.8519,0.6494
533,0,0.5051,0.1294,1.4151,-0.9257
534,0,0.5051,0.1294,1.4151,-0.9257
535,0,0.5051,0.1294,1.4151,-0.9257
536,-1.7771,1.3065,-2.0026,0.9302,3.2843
537,1.4803,1.7857,1.7798,0,1.1787
538,0.6483,1.5595,0.4534,3.2258,-3.1157
539,-1.4493,-0.1919,1.6763,0.4464,-1.0906
540,2.2876,1.7308,0.3805,1.3333,-0.0848
541,2.2876,1.7308,0.3805,1.3333,-0.0848
542,2.2876,1.7308,0.3805,1.3333,-0.0848
543,-1.5974,-1.1342,-1.1371,-1.3158,2.4335
544,0.8117,1.3384,-1.0863,0.4444,-1.7403
545,5.475,-0.3774,-3.553,-1.3274,-2.9238
546,2.9008,1.7045,-0.6698,-1.3453,-2.7223
547,-1.0386,-0.5587,-0.6743,-0.9091,0.2977
548,-1.0386,-0.5587,-0.6743,-0.9091,0.2977
549,-1.0386,-0.5587,-0.6743,-0.9091,0.2977
550,0.8996,1.8727,0.1358,1.8349,-0.1187
551,-2.6746,-1.8382,-4,-3.6036,-2.0505
552,-2.4427,-2.2472,0.92,-5.1402,0.3337
553,-0.1565,0.1916,-9.2567,-2.2167,-2.4191
554,-5.3292,-11.5679,-1.1592,-8.0605,0.9916
555,-5.3292,-11.5679,-1.1592,-8.0605,0.9916
556,-5.3292,-11.5679,-1.1592,-8.0605,0.9916
557,-2.649,-4.3243,-11.4152,-2.7397,-6.9346
558,-5.2721,-5.4237,8.0318,0.8451,-2.4398
559,3.7702,-0.7168,-5.2288,6.1453,5.3734
560,-3.6332,-1.444,5.6034,-5.7895,0.8339
561,-2.5135,-1.8315,0.0816,1.676,-4.4529
562,-2.5135,-1.8315,0.0816,1.676,-4.4529
563,-2.5135,-1.8315,0.0816,1.676,-4.4529
564,3.3149,4.4776,2.447,8.2418,-4.4529
565,-1.7825,2.381,-2.3885,-3.4191,-3.8948
566,-0.5445,0.3488,0,0.8,-1.247
567,-1.8248,-2.5492,-6.1175,-4.7619,-3.4374
568,-7.9926,-2.9727,-2.6064,-5.5556,1.3803
569,-7.9926,-2.9727,-2.6064,-5.5556,1.3803
570,-7.9926,-2.9727,-2.6064,-5.5556,1.3803
571,-1.0101,-3.799,0.1784,-0.5882,3.4755
572,5.5102,1.5287,4.0071,2.6627,0.9349
573,0.1934,-0.1255,1.6267,-2.0173,0.6175
574,3.4749,-1.7588,-2.3589,2.0588,-2.2844
575,-1.8657,2.3018,2.3296,-1.1527,-2.896
576,-1.8657,2.3018,2.3296,-1.1527,-2.896
577,-1.8657,2.3018,2.3296,-1.1527,-2.896
578,-5.5133,3.625,4.7218,2.0408,3.5573
579,4.0241,1.5682,-0.4831,0.2857,4.5108
580,0.5803,0.3563,3.5599,0.2849,4.5108
581,3.0769,0.1183,-2.4219,0,4.5108
582,-4.8507,-0.591,-3.6029,-1.7045,2.6892
583,-4.8507,-0.591,-3.6029,-1.7045,2.6892
584,-4.8507,-0.591,-3.6029,-1.7045,2.6892
585,-3.5294,-2.6159,-3.6029,-3.4682,-0.7436
586,-3.0488,-0.4884,-2.2425,-2.6946,1.3355
587,-0.8386,0.2454,4.0782,3.3846,2.7965
588,0,0.1224,-1.7959,-2.6786,-0.5629
589,-1.6913,0.1222,-3.7406,0.3058,-5.7233
590,-1.6913,0.1222,-3.7406,0.3058,-5.7233
591,-1.6913,0.1222,-3.7406,0.3058,-5.7233
592,-6.6667,-4.5177,-0.2591,-7.3171,-4.6698
593,-6.6667,-4.5177,0.6926,0.6579,-0.6648
594,1.8433,3.0691,0.8598,-1.9608,3.3108
595,-0.6787,0,2.1313,1.3333,-0.5858
596,1.5945,0.9926,-0.0835,1.3158,0.2773
597,1.5945,0.9926,-0.0835,1.3158,0.2773
598,1.5945,0.9926,-0.0835,1.3158,0.2773
599,-2.9148,-2.3342,-3.2581,-2.9221,-0.3111
600,-2.7714,0.1258,-2.8497,-3.3445,4.0569
601,-1.6627,0.5025,-3.6444,1.3841,-2.9324
602,-9.4203,-4,-6.7343,-4.4369,-4.2911
603,-5.6,-4.4271,-0.3956,-1.0714,-3.9455
604,-5.6,-4.4271,-0.3956,-1.0714,-3.9455
605,-5.6,-4.4271,-0.3956,-1.0714,-3.9455
606,1.1299,-2.9973,3.7736,-3.9711,-3.8835
607,6.7039,-1.5449,0.2871,5.6391,4.4678
608,-2.356,-5.1355,-4.9141,1.0676,-1.971
609,-2.356,-5.1355,0.9533,2.8169,1.5554
610,-6.7024,2.406,-4.8708,1.3699,-1.7931
611,-6.7024,2.406,-4.8708,1.3699,-1.7931
612,-6.7024,2.406,-4.8708,1.3699,-1.7931
613,-0.5747,-4.1116,-7.001,-5.4054,-5.7056
614,-2.0231,-3.0628,2.4719,0,0.7664
615,-2.0231,-3.0628,2.7412,5.3571,-3.8431
616,4.4248,5.8452,5.4429,6.1017,-3.8431
617,4.2373,2.6866,-1.7206,5.4313,4.8293
618,4.2373,2.6866,-1.7206,5.4313,4.8293
619,4.2373,2.6866,-1.7206,5.4313,4.8293
620,-3.523,-1.3081,3.9135,-1.2121,0.9134
621,5.3371,3.2401,2.0813,-2.1472,2.5974
622,8.5333,1.7118,-2.4272,-2.5078,1.8028
623,1.7199,5.4698,0.4975,-0.3215,-2.8259
624,-5.7971,-6.117,1.5842,-2.9032,-0.1939
625,-5.7971,-6.117,1.5842,-2.9032,-0.1939
626,-5.7971,-6.117,1.5842,-2.9032,-0.1939
627,6.6667,2.9745,-6.6277,0,1.1655
628,-10.5769,-5.9147,5.8455,-4.6512,-3.6866
629,-0.5376,1.0234,-3.6489,-1.7422,1.8341
630,-4.8649,-3.4732,1.8424,-2.4823,-2.3493
631,2.2727,0.1499,2.8141,-1.4545,-2.3657
632,2.2727,0.1499,2.8141,-1.4545,-2.3657
633,2.2727,0.1499,2.8141,-1.4545,-2.3657
634,6.3889,2.3952,3.4213,7.3801,1.3552
635,1.8277,1.0234,-4.1588,1.0309,1.5802
636,3.8462,-0.5789,2.1696,1.0204,2.3135
637,11.8519,5.5313,9.4595,4.0404,2.3135
638,2.8698,0.9655,2.0282,-1.6181,10.9552
639,2.8698,0.9655,2.0282,-1.6181,10.9552
640,2.8698,0.9655,2.0282,-1.6181,10.9552
641,-6.867,-1.6393,-7.0009,-2.6316,-4.4624
642,-5.53,-3.75,-3.3457,-0.6757,-0.0736
643,6.3415,-1.2987,3.1823,-1.3605,0.2208
644,-0.6881,-4.2398,1.5888,-1.7241,-0.2938
645,7.1594,2.7481,0.552,5.614,2.5783
646,7.1594,2.7481,0.552,5.614,2.5783
647,7.1594,2.7481,0.552,5.614,2.5783
648,-1.2931,-2.6746,-1.6468,0.6645,2.5783
649,-5.0218,-1.0687,0.2791,0.33,0.4309
650,0.2299,1.6975,-5.3803,1.3158,-3.8255
651,-7.3394,-5.9181,0.4902,-4.5455,-3.8255
652,2.9703,-2.4194,3.4146,0.6803,-4.3123
653,2.9703,-2.4194,3.4146,0.6803,-4.3123
654,2.9703,-2.4194,3.4146,0.6803,-4.3123
655,1.4423,3.4711,-2.0755,2.027,-1.9425
656,-2.3697,2.7157,-0.1927,-1.9868,-0.5943
657,-1.9417,-2.1773,-3.7645,-2.027,-1.6341
658,-2.9703,-0.159,-3.5105,-0.3448,-0.4457
659,-5.102,-2.8662,0.7277,-2.7682,0.6919
660,-5.102,-2.8662,0.7277,-2.7682,0.6919
661,-5.102,-2.8662,0.7277,-2.7682,0.6919
662,-3.2258,-3.2787,-2.2704,-0.7117,-3.5974
663,1.1111,-1.6949,-2.2175,0.3584,2.3061
664,-4.1209,-2.4138,-4.1037,-3.9286,-2.0902
665,0.2865,-0.8834,-4.1037,-4.8327,-1.172
666,-0.2857,-5.3476,0.7883,-2.3437,-3.8543
667,-0.2857,-5.3476,0.7883,-2.3437,-3.8543
668,-0.2857,-5.3476,0.7883,-2.3437,-3.8543
669,3.4384,2.6365,5.6983,6.4,9.5595
670,2.4931,1.2844,-1.5856,-0.3759,-1.6084
671,-4.3243,-1.4493,7.6262,2.2642,0.4904
672,8.1921,5.3309,-2.0958,5.1661,6.7507
673,-2.3499,-1.5707,1.0194,-2.807,3.1619
674,-2.3499,-1.5707,1.0194,-2.807,3.1619
675,-2.3499,-1.5707,1.0194,-2.807,3.1619
676,1.0695,0.8865,0.9082,4.6931,0.8124
677,-2.381,-2.2847,-0.8,-3.1034,0.8124
678,3.523,-0.1799,-0.2016,0,0.9524
679,-1.0471,-1.4414,-4.3434,-2.847,-5.225
680,-3.7037,-3.8391,1.7951,-1.8315,1.1868
681,-3.7037,-3.8391,1.7951,-1.8315,1.1868
682,-3.7037,-3.8391,1.7951,-1.8315,1.1868
683,0,-0.3802,-3.0083,0,-6.5078
684,-3.022,-1.7176,-3.3155,-1.8657,4.8563
685,-3.1161,-3.6893,-1.1062,-0.7605,-1.7368
686,-2.924,-1.4113,-1.7897,-4.9808,0.0786
687,2.4096,-0.2045,0.3417,0.8065,-1.1774
688,2.4096,-0.2045,0.3417,0.8065,-1.1774
689,2.4096,-0.2045,0.3417,0.8065,-1.1774
690,-2.9412,0.2049,-3.1782,-6.8,-0.8737
691,-0.6061,0.2045,4.1032,-1.7167,-4.7676
692,3.6585,0.4082,-0.3378,4.8035,3.4077
693,1.7647,-0.2033,0.6215,-3.75,-0.2441
694,0.578,-0.2037,-0.5053,1.7316,-0.6933
695,0.578,-0.2037,-0.5053,1.7316,-0.6933
696,0.578,-0.2037,-0.5053,1.7316,-0.6933
697,0.578,-0.2037,-0.5053,1.7316,-0.6982
698,0.578,-0.2037,-0.7901,1.7316,-1.0753
699,-3.1609,-0.2041,-3.0717,-2.9787,-2.5084
700,0,0.409,1.2911,-2.193,0.5146
701,0.2967,0.2037,0.2317,0,-1.1519
702,0.2967,0.2037,0.2317,0,-1.1519
703,0.2967,0.2037,0.2317,0,-1.1519
704,0.2967,0.2037,0.2317,0,-3.1075
705,1.7751,-0.6098,6.7052,1.7937,2.9399
706,-0.2907,-1.0225,2.3835,2.6432,2.3799
707,0.2915,0.8264,-0.9524,-3.0043,-1.6061
708,-2.6163,-4.918,-2.1368,-1.7699,1.9759
709,-2.6163,-4.918,-2.1368,-1.7699,-0.674
710,-2.6163,-4.918,-2.1368,-1.7699,-0.674
711,2.3881,0.431,2.893,-1.3514,-0.0424
712,2.9155,3.2189,0.1592,6.8493,4.4972
713,2.2663,4.9896,2.0127,2.9915,5.8465
714,-0.277,1.1881,3.1153,0.4149,1.8028
715,2.2222,0.5871,-1.3092,1.6529,0.5275
716,2.2222,0.5871,-1.3092,1.6529,0.5275
717,2.2222,0.5871,-1.3092,1.6529,0.5275
718,-2.9891,-2.1401,-1.3092,-1.2195,-0.6372
719,8.1232,5.7654,-0.4082,4.1152,5.9977
720,-1.5544,1.1278,2.6639,-1.581,-0.5338
721,5.7895,0.7435,1.5968,1.6064,4.3292
722,-0.7463,3.8745,-0.0982,3.5573,-1.5089
723,-0.7463,3.8745,-0.0982,3.5573,-1.5089
724,-0.7463,3.8745,-0.0982,3.5573,-1.5089
725,-0.7463,3.8745,0.7866,2.2901,-4.3524
726,-0.7463,3.8745,0.1951,-2.9851,4.696
727,-0.7463,3.8745,2.0448,-0.3846,-1.217
728,3.2581,7.8153,-1.145,-0.3846,-1.217
729,-1.2136,1.4827,0.6757,0.3861,1.6895
730,-1.2136,1.4827,0.6757,0.3861,1.6895
731,-1.2136,1.4827,0.6757,0.3861,1.6895
732,-3.4398,-3.2468,-1.0547,0,-4.7767
733,-3.8168,-1.0067,-1.5504,-1.5385,6.5794
734,-1.5873,-0.339,0.691,-1.9531,4.502
735,3.7634,1.5306,2.1569,1.5936,3.1332
736,1.0363,0,3.263,-0.7843,-3.3861
737,1.0363,0,3.263,-0.7843,-3.3861
738,1.0363,0,3.263,-0.7843,-3.3861
739,0.5128,0.8375,-0.2323,4.3478,1.736
740,-0.7653,6.4784,-0.6055,-1.5152,-1.0303
741,5.9126,6.0842,0,-1.1538,4.6194
742,4.3689,2.2059,-0.2812,-1.9455,-1.0572
743,-3.0233,-4.6043,-3.2895,-4.3651,-3.8969
744,-3.0233,-4.6043,-3.2895,-4.3651,-3.8969
745,-3.0233,-4.6043,-3.2895,-4.3651,-3.8969
746,0.4796,-2.7149,0.3887,0.8299,1.9294
747,-2.3866,2.1705,-1.1617,-3.2922,3.3686
748,4.89,3.9454,-1.0774,-1.7021,0.869
749,-2.7972,-2.3358,1.7822,1.2987,-5.1385
750,-0.4796,-0.299,-1.2646,0,-2.0759
751,-0.4796,-0.299,-1.2646,0,-2.0759
752,-0.4796,-0.299,-1.2646,0,-2.0759
753,0.241,0.7496,-1.2646,0.4274,-2.0759
754,-1.2019,-4.0179,2.5616,3.7421,3.0805
755,3.163,0.6202,-0.2882,-2.1008,-4.7558
756,-0.7075,0.9245,0.7707,1.7167,-0.9109
757,-0.7126,0.3053,-0.2868,4.6414,0.8172
758,-0.7126,0.3053,-0.2868,4.6414,0.8172
759,-0.7126,0.3053,-0.2868,4.6414,0.8172
760,-0.2392,2.4353,-1.0547,0.8065,-5.4711
761,2.8777,-1.0401,0.4845,5.2,4.7517
762,0,2.8529,-1.9286,4.1825,1.5689
763,-2.5641,-2.9197,0.9833,-4.7445,0.9738
764,1.6746,1.5038,-0.2921,-1.1494,-1.7293
765,1.6746,1.5038,-0.2921,-1.1494,0.0338
766,1.6746,1.5038,-0.2921,-1.1494,0.0338
767,-2.8235,-3.7037,-3.6133,-3.1008,-5.3451
768,-5.3269,-5.0769,-4.0527,-5.2,-5.8256
769,0.2558,5.1864,0.8448,-2.9536,-0.3416
770,0,2.0031,2.3037,1.3043,-0.3416
771,0.7653,-1.2085,0.4094,1.7167,2.5133
772,0.7653,-1.2085,0.4094,1.7167,2.5133
773,0.7653,-1.2085,0.4094,1.7167,2.5133
774,0.2532,-5.1988,0.6116,2.1097,2.1545
775,1.5152,-1.2903,4.458,2.8926,2.8727
776,1.2438,-4.085,-0.291,0.4016,1.8735
777,-0.7371,-3.2368,0.6809,-2,-1.6655
778,0.495,-0.5282,1.8357,-1.6327,-0.5999
779,0.495,-0.5282,1.8357,-1.6327,-0.5999
780,0.495,-0.5282,1.8357,-1.6327,-0.5999
781,-4.1872,4.4248,0.5693,4.1494,0.213
782,-2.5707,-1.1864,-1.5094,-1.992,-2.0191
783,1.0554,0,-1.6284,-0.813,-1.0484
784,-0.7833,-0.1715,-2.5316,-0.4098,-2.8498
785,-2.1053,0,0.999,-2.0576,-1.1659
786,-2.1053,0,0.999,-2.0576,-1.1659
787,-2.1053,0,0.999,-2.0576,-1.1659
788,-1.0753,-1.89,1.088,-0.8403,-2.5875
789,4.0761,1.4011,-1.5656,2.1186,0.8594
790,-2.0888,-3.7997,-2.2863,0.4149,-2.7111
791,-1.3333,1.6158,2.0346,-0.8264,-0.6369
792,1.0811,5.1237,-0.0997,2.9167,3.6859
793,1.0811,5.1237,-0.0997,2.9167,3.6859
794,1.0811,5.1237,-0.0997,2.9167,3.6859
795,-1.8717,-2.3529,1.497,1.6194,-1.6229
796,1.0899,0,-1.0816,0.3984,3.6135
797,1.0899,0,-2.4851,-1.5873,0.9098
798,-0.2695,-0.8606,-1.8349,-1.2097,0.9098
799,-0.2695,-0.8606,-1.8349,-1.2097,0.9098
800,-0.2695,-0.8606,-1.8349,-1.2097,0.9098
801,-0.2695,-0.8606,-1.8349,-1.2097,0.9098
802,-0.2695,-0.8606,-0.3115,-1.2097,-5.3343
803,-0.5405,0,-2.9154,-3.2653,-0.8333
804,-1.3587,-2.0833,6.2218,-0.4219,-0.8804
805,1.6529,-1.0638,2.7273,0.4237,3.3508
806,2.71,3.2258,-3.1465,2.1097,-2.4609
807,2.71,3.2258,-3.1465,2.1097,-2.4609
808,2.71,3.2258,-3.1465,2.1097,-2.4609
809,-0.7916,-1.3889,0.1015,-0.8264,-0.6007
810,-1.5957,0.1761,1.3185,-1.25,3.1426
811,1.0811,-0.1757,-0.4004,1.6878,2.1484
812,1.0695,0.3521,-1.9095,0.4149,-2.0268
813,2.381,-0.3509,-0.6148,-1.2397,-2.42
814,2.381,-0.3509,-0.6148,-1.2397,-2.42
815,2.381,-0.3509,-0.6148,-1.2397,-2.42
816,-3.876,-2.1127,-0.7216,-0.8368,-4.96
817,1.3441,-2.3381,0.3115,-1.6878,1.5572
818,-0.2653,0.5525,1.6563,-1.6878,-0.6631
819,0.7979,2.5641,0.4073,-1.2876,-3.0038
820,-0.5277,-2.6786,-1.1156,0,2.1935
821,-0.5277,-2.6786,-1.1156,0,0.8838
822,-0.5277,-2.6786,-1.1156,0,0.8838
823,0,0.7339,-0.2051,0.8696,0.7509
824,0,0.7339,2.4666,-1.2931,0.7509
825,-0.2653,0,-2.4072,0,-0.5383
826,-0.7979,-1.275,-1.5416,-2.6201,-1.0824
827,-2.9491,-2.214,-2.1921,-0.8969,-2.4411
828,-2.9491,-2.214,-2.1921,-0.8969,-2.4411
829,-2.9491,-2.214,-2.1921,-0.8969,-2.4411
830,0.5525,-1.3208,-0.4269,-6.7873,-0.2157
831,-2.7473,-1.7208,-1.2862,-2.9126,1.8158
832,-5.0847,-2.7237,-0.6515,-3.5,0.8917
833,0.2976,0,-0.2193,4.6632,-1.0943
834,-0.2967,0.6,-0.4396,-2.9703,-3.7021
835,-0.2967,0.6,-0.4396,-2.9703,-3.7021
836,-0.2967,0.6,-0.4396,-2.9703,-3.7021
837,-1.1905,-1.3917,-1.5453,-2.551,-1.1931
838,0.3012,-1.4113,-2.3543,2.6178,2.2809
839,-3.3033,-3.8855,-2.5258,-5.102,-3.5418
840,0.6211,-1.2766,0.1178,0,-1.3146
841,-1.5432,-4.3103,-0.8235,-3.7634,-0.8268
842,-1.5432,-4.3103,-0.8235,-3.7634,-0.8268
843,-1.5432,-4.3103,-0.8235,-3.7634,-0.8268
844,1.8809,0.9009,2.0166,1.676,2.2696
845,1.8462,2.9018,-1.2791,4.3956,-3.0344
846,-2.719,0.6508,1.4134,-4.7368,0.4671
847,0.3106,0.2155,0.2323,-1.105,2.8359
848,-1.548,-0.4301,0,0,1.1754
849,-1.548,-0.4301,0,0,1.1754
850,-1.548,-0.4301,0,0,1.1754
851,0.9434,1.9438,0,8.9385,2.7256
852,5.6075,0.2119,3.0127,2.5641,-0.348
853,-0.295,-1.4799,-3.4871,-0.5,-0.0873
854,-0.5917,-1.073,-0.3497,-1.005,1.9222
855,-4.7619,0,-2.924,-0.5076,-0.0857
856,-4.7619,0,-2.924,-0.5076,-0.0857
857,-4.7619,0,-2.924,-0.5076,-0.0857
858,-2.8125,0.4338,1.0843,-2.551,-1.0296
859,-0.6431,0,0.7151,3.6649,1.6905
860,1.9417,0.432,2.1893,-1.0101,2.6854
861,-1.9048,1.2903,-0.9844,-1.0204,-0.3736
862,0.9709,0,-0.3509,-2.5773,0.3333
863,0.9709,0,-0.3509,-2.5773,0.3333
864,0.9709,0,-0.3509,-2.5773,0.3333
865,4.8077,2.7601,-2.4061,-2.5773,0.0831
866,-1.5291,-2.4793,2.4654,0,2.1992
867,0.9317,-1.9068,-0.4695,-1.5873,-0.4466
868,-1.8462,-0.216,2.0047,-1.6129,-1.9168
869,1.8809,2.8139,1.9653,0.5464,2.9522
870,1.8809,2.8139,1.9653,0.5464,2.9522
871,1.8809,2.8139,1.9653,0.5464,2.9522
872,1.2308,-0.2105,-1.4739,2.1739,-1.2116
873,0.9119,-1.2658,2.4166,-1.5957,0.2862
874,2.7108,-0.4274,0.2247,0,-0.2446
875,-2.346,-1.5021,-4.148,-4.8649,-0.8173
876,-1.5015,-1.7429,0.8187,-1.1364,-3.3375
877,-1.5015,-1.7429,0.8187,-1.1364,-3.3375
878,-1.5015,-1.7429,0.8187,-1.1364,-3.3375
879,-2.439,-1.5521,-2.6682,-2.8736,-2.1739
880,0.9375,0.2252,0,-1.1834,0.3922
881,0.9288,1.1236,1.6687,-3.5928,1.5625
882,-1.227,-0.2222,-0.2345,-4.3478,-1.5812
883,2.4845,-0.8909,2.8202,2.5974,4.1251
884,2.4845,-0.8909,2.8202,2.5974,4.1251
885,2.4845,-0.8909,2.8202,2.5974,4.1251
886,2.4845,-0.8909,-1.4286,5.0633,0.9174
887,0.303,1.1236,3.1884,-1.8072,2.314
888,0.6042,-0.6667,3.1884,0,1.3328
889,0.6006,-0.4474,0.2247,-3.0675,0
890,1.194,-2.0225,-2.1861,-2.5316,-1.116
891,1.194,-2.0225,-2.1861,-2.5316,-1.116
892,1.194,-2.0225,-2.1861,-2.5316,-1.116
893,-4.1298,-1.6055,0.4011,-1.9481,0.1612
894,-1.5385,-1.3986,-4.1096,-6.6225,2.7364
895,-0.9375,0,-0.5952,-4.2553,-2.9769
896,-3.47,-0.2364,-0.5988,-0.7407,-0.6056
897,1.9608,1.1848,1.4458,-0.7463,-2.1933
898,1.9608,1.1848,1.4458,-0.7463,-2.1933
899,1.9608,1.1848,1.4458,-0.7463,-2.1933
900,-0.9615,-0.7026,-1.0689,0,-1.7857
901,1.2945,0.7075,-0.6002,-0.7519,1.3531
902,-1.5974,-0.9368,0.6039,-3.0303,0.5006
903,2.9221,0.2364,0.6002,5.4688,1.6604
904,0.3155,0.2358,-1.432,2.963,-0.2042
905,0.3155,0.2358,-1.432,2.963,-0.2042
906,0.3155,0.2358,-1.432,2.963,-0.2042
907,-3.1447,-0.2353,-1.4528,-3.5971,-4.7463
908,-1.2987,-1.1792,-1.4742,-1.4925,0.5584
909,0,1.1933,0,-3.0303,-2.4776
910,-0.3289,0,2.1197,3.9063,0.219
911,1.9802,-0.2358,3.1746,1.5038,2.7098
912,1.9802,-0.2358,3.1746,1.5038,2.7098
913,1.9802,-0.2358,3.1746,1.5038,2.7098
914,1.6181,0.2364,0,1.4815,0.8511
915,1.9108,-0.4717,0.2367,-0.7299,1.3502
916,-0.9375,0,-0.1185,-1.4706,-0.7494
917,0,-1.1848,-2.9656,5.2239,-0.0419
918,0,0.9592,2.3227,-6.383,-2.0562
919,0,0.9592,2.3227,-6.383,-2.0562
920,0,0.9592,2.3227,-6.383,-2.0562
921,1.5773,0.7126,1.5532,2.2727,1.2425
922,5.2795,0.2358,1.1765,0,0.5501
923,-1.1799,-0.2353,2.3256,1.4815,2.1886
924,2.3881,0,0.6818,7.2993,0.3707
925,-0.8746,-0.9434,1.3544,4.7619,0.9027
926,-0.8746,-0.9434,1.3544,4.7619,0.9027
927,-0.8746,-0.9434,1.3544,4.7619,0.9027
928,-2.9412,0,-1.6704,3.2468,-1.2607
929,3.0303,0.4762,-1.5855,-0.6289,-1.0708
930,-2.0588,0.4739,0.4603,-0.6329,-1.0708
931,0.6006,-1.1792,0.4582,-7.6433,-2.831
932,-0.2985,0.2387,-0.2281,-4.1379,-2.5707
933,-0.2985,0.2387,-0.2281,-4.1379,-2.5707
934,-0.2985,0.2387,-0.2281,-4.1379,-2.5707
935,-1.1976,0,0.5714,2.8777,-2.5707
936,1.5152,1.1905,0.2273,0.6993,-1.1873
937,-2.0896,-0.2353,0.5669,0.6944,0.356
938,1.8293,1.8868,-2.7057,2.7586,0.3104
939,-2.0958,0.6944,0,-5.3691,-1.8568
940,-2.0958,0.6944,0,-5.3691,-1.8568
941,-2.0958,0.6944,0,-5.3691,-1.8568
942,-3.9755,-0.2299,-1.7381,2.1277,-0.8108
943,-0.3185,-0.9217,0.2358,1.3889,-3.0881
944,-1.9169,0.2326,0.4706,0.6849,-2.7179
945,-1.9544,-1.8561,-1.171,0,2.2158
946,-1.3289,-0.7092,1.4218,0.6803,-0.6695
947,-1.3289,-0.7092,1.4218,0.6803,-0.6695
948,-1.3289,-0.7092,1.4218,0.6803,-0.6695
949,-1.6835,0.4762,1.4218,-1.3514,-0.0481
950,-0.3425,0.7109,-1.6355,1.3699,-0.1445
951,-1.7182,-1.8824,1.1876,-4.0541,-2.7014
952,0.6993,0.2398,2.8169,5.6338,0.8924
953,4.1667,-1.1962,3.8813,4.6667,3.3415
954,4.1667,-1.1962,3.8813,4.6667,1.6167
955,4.1667,-1.1962,3.8813,4.6667,1.6167
956,2,1.2107,-0.5495,7.0064,1.357
957,0,-1.9139,3.0939,1.7857,0.9234
958,0.9804,0,0.2144,2.3392,-0.183
959,0,2.439,2.9947,-2.2857,0.4125
960,9.0615,9.0476,2.1807,4.6784,8.0329
961,9.0615,9.0476,2.1807,4.6784,8.0329
962,9.0615,9.0476,2.1807,4.6784,8.0329
963,-1.1869,1.9651,-2.6423,-1.1173,-1.0139
964,-3.6036,0.4283,-0.9395,0,-2.2194
965,0.6231,0.4264,-0.2107,0,-2.2194
966,-0.9288,-3.6093,-2.3231,2.2599,-0.7857
967,2.1875,-0.6608,-1.2973,-1.6575,4.0035
968,2.1875,-0.6608,-1.2973,-1.6575,4.0035
969,2.1875,-0.6608,-1.2973,-1.6575,4.0035
970,-1.2232,0.8869,-0.7667,-0.5618,0.7614
971,0.3096,0,-2.4283,0,0.3778
972,-2.7778,-2.1978,0.5656,-3.9548,-2.4258
973,0.3175,-1.1236,1.0686,1.1765,-0.1286
974,1.5823,1.8182,-1.4469,-1.1628,3.6052
975,1.5823,1.8182,-1.4469,-1.1628,3.6052
976,1.5823,1.8182,-1.4469,-1.1628,3.6052
977,1.5823,1.8182,0.6211,-0.5882,1.7813
