"","AAASYWB.KY.Equity","AESOPHK.KY.Equity","AHPACOB.KY.Equity","AISMERC.KY.Equity","AJAOPAR.KY.Equity","ALASOPP.KY.Equity","ALCINDA.KY.Equity","ALLIVFD.AU.Equity","ALTACIF.MP.Equity","ALTOGLA.KY.Equity","APEXGCE.US.Equity","APSASPH.KY.Equity","APSCHIA.KY.Equity","APSCHIN.KY.Equity","ARASALP.KY.Equity","ARMACRO.KY.Equity","ARMLLOA.KY.Equity","ARNASIA.KY.Equity","ARQCALA.KY.Equity","ARQVALA.KY.Equity","ARXBRLS.KY.Equity","ASCREHA.KY.Equity","ASEASCF.KY.Equity","ATCHSTA.KY.Equity","ATHASIE.SP.Equity","ATLRIVR.KY.Equity","ATMOSBE.KY.Equity","BERINUR.KY.Equity","BRASCEH.KY.Equity","BRASFXI.KY.Equity","BRAXFDA.KY.Equity","BRAXFDB.KY.Equity","BRVBRZL.KY.Equity","CAMAMAP.KY.Equity","CAMCCGA.KY.Equity","CAMGCSM.KY.Equity","CCASIAU.KY.Equity","CCIOIGF.KY.Equity","CDIFORD.VI.Equity","CEASOPP.AU.Equity","CHCIMPE.KY.Equity","CHEAGLE.KY.Equity","CHEETAH.US.Equity","CHINABS.KY.Equity","CLARCOB.BH.Equity","CMCHCSF.KY.Equity","CMTFGRC.KY.Equity","CNALPHA.KY.Equity","CONSTEB.KY.Equity","CONSTEQ.KY.Equity","COPLATA.KY.Equity","CSVCHNO.VI.Equity","DALAOFF.KY.Equity","DALGCHI.KY.Equity","DBDHAAB.KY.Equity","DORASPS.KY.Equity","DRAGALT.KY.Equity","EDAF001.KY.Equity","EMMENAA.BH.Equity","ENAMIND.KY.Equity","EVENSTR.KY.Equity","EXPIRES.KY.Equity","FABRAFF.KY.Equity","FAFRICA.BH.Equity","FAVRORC.KY.Equity","FBDREOI.KY.Equity","FIREFND.KY.Equity","FORASMA.KY.Equity","FOUCHOP.KY.Equity","FPP395A.KY.Equity","FRTNHDG.KY.Equity","GAAOPPO.KY.Equity","GAMCOFA.KY.Equity","GBAMBOO.KY.Equity","GHKNCVF.KY.Equity","GLDCHPL.KY.Equity","GLXCDVA.KY.Equity","GOLDCHI.KY.Equity","GREASHI.KY.Equity","GRECVPD.MV.Equity","GRNDRGN.KY.Equity","GRSPOPA.KY.Equity","HALCYON.KY.Equity","HARMFDR.KY.Equity","HARUSFD.KY.Equity","HKPTRLP.US.Equity","ICAPNIT.SJ.Equity","ILASCON.US.Equity","INDMAXG.MP.Equity","INDSMLI.MP.Equity","INFCOPP.KY.Equity","IVMAOPP.KY.Equity","JABEMX1.KY.Equity","K2AARFA.AU.Equity","KARSTAR.US.Equity","KINGSMD.KY.Equity","KISCUSD.KY.Equity","KISGLMS.AU.Equity","KKSPCFA.KY.Equity","KNIASPR.VI.Equity","KNOSSPA.KY.Equity","KOMOFUN.KY.Equity","KONDORA.KY.Equity","LAUOSSP.KY.Equity","LBNCHPO.KY.Equity","LEBEQPR.KY.Equity","LEGCHNA.KY.Equity","LHASTRF.KY.Equity","LUASVAL.KY.Equity","LWLASDF.NT.Equity","LYNASIA.KY.Equity","MERINHE.KY.Equity","MERINTF.KY.Equity","MIDASEQ.KY.Equity","MNJAPAR.KY.Equity","MQASALA.AU.Equity","MQASLSF.KY.Equity","NAVABRT.KY.Equity","NAVASIA.KY.Equity","NAVYILD.KY.Equity","NEWHBAS.KY.Equity","NHINDIA.MP.Equity","NORASXD.KY.Equity","NTADUSA.KY.Equity","NTASIAN.KY.Equity","OCMFUND.KY.Equity","OCTAPAF.KY.Equity","OPAFFRA.VI.Equity","OZASIAM.KY.Equity","PANGOLN.KY.Equity","PANNOTI.VI.Equity","PARAMEE.BM.Equity","PASINLD.KY.Equity","PASINLP.US.Equity","PELAALA.NA.Equity","PENASEF.AU.Equity","PENASEU.KY.Equity","PERUEQU.KY.Equity","PHALJAM.US.Equity","PPASIAS.KY.Equity","PPCHINA.KY.Equity","PRUENHN.KY.Equity","PSAARFL.KY.Equity","PSFZAR1.SJ.Equity","PSLATON.US.Equity","PXPVEEF.KY.Equity","QIEFMLB.MP.Equity","QUACHFA.KY.Equity","QUPANEF.VI.Equity","REALRTA.ID.Equity","REGCADY.KY.Equity","ROCIMAS.KY.Equity","RVCCLSA.KY.Equity","RVCUSCA.KY.Equity","SALAOPA.KY.Equity","SCICTFA.KY.Equity","SENTCAP.KY.Equity","SENTCRE.KY.Equity","SERICAB.KY.Equity","SMCCNMI.KY.Equity","SPCHOPA.KY.Equity","SPGRCHC.KY.Equity","SQEBLBE.KY.Equity","SQEBLOE.KY.Equity","SVGRCMN.KY.Equity","TANTALF.KY.Equity","TARPLNG.US.Equity","TELLGNT.KY.Equity","TICHVIA.KY.Equity","TK5YRGA.CH.Equity","TKFUNDS.CH.Equity","TKPROST.CH.Equity","TKYJULB.CH.Equity","TKYJULS.CH.Equity","TOCCATA.KY.Equity","TROPHY1.KY.Equity","UGFMSTA.KY.Equity","UGHDSOA.KY.Equity","UIFLORG.BM.Equity","VAPAHED.KY.Equity","VERAIUS.ID.Equity","VGBRZEM.KY.Equity","VICTBRZ.KY.Equity","VICTLAT.KY.Equity","VIOLETF.KY.Equity","VISDYHE.KY.Equity","VISFICH.KY.Equity","VITCHBA.KY.Equity","WFASREC.KY.Equity","WFASSCF.KY.Equity","WYCAASV.KY.Equity","YECYOSP.KY.Equity","ZEALCHI.KY.Equity","ZENUSOF.KY.Equity"
"93",1.7688,1.4293,0.159,5.5505,-0.8383,2.8029,-10.5921,0,-2.4274,0.59,NA,-0.7701,-2.5371,-4.5776,0.539,NA,-2.3361,0.7279,0.72,-0.4541,-0.3349,0.7566,-2.1988,7.8314,0.5796,-0.9705,1.0565,-17.1067,0.3017,-1.4957,-2.5927,-0.1302,-0.1542,0.3517,-0.8422,-3.7098,-1.6979,1.5688,-1.2338,2.8689,-3.9864,2.423,-0.7802,NA,-0.1126,1.415,5.8627,-1.0091,-0.5394,-0.2389,-0.2785,8.1125,0.3601,-0.23,0.4515,-2.2497,-2.7665,NA,-0.6831,-6.8101,0.1731,0.0196,-0.5382,-0.58,-5.922,-4.2759,-4.3965,3.2501,-1.8957,-3.9052,0.9958,-0.0197,NA,0.9377,NA,-3.0657,NA,-0.8953,-5.6876,-0.4164,-2.7081,0.7615,-17.4743,17.9451,16.4044,2.2416,1.0722,0.1094,-3.7037,-8.891,0.0538,-1.5152,-1.4355,-1.8131,-4.152,NA,NA,-0.019,1.1891,NA,2.042,5.6737,0.2915,0.602,-1.093,-3.6478,-1.0812,0.4097,-0.8468,0.7772,2.4253,-0.8053,-1.1227,-1.4742,1.088,-0.0837,-0.27,0.6811,-0.1788,0.4975,2.1174,-4.7888,2.2949,-0.0836,-0.0446,-2.6293,-1.1489,-0.3096,-1.92,0.6668,-1.3696,0.4058,-12.28,-11.82,0.8249,1.3126,1.0863,NA,-0.07,-0.4821,-1.4274,4.85,-0.5971,1.0625,NA,-1.3405,-3.0438,-0.6639,NA,-1.3833,-1.981,-0.3628,NA,NA,-0.6868,0.7662,0.1784,0.1784,1.178,-3.7098,-6.5083,NA,-3.08,-2.21,-0.856,-2.16,-0.29,-1.34,-1.075,0.0517,-8.584,-6.4834,-2.3075,-0.2439,3.3641,-10.998,0.4184,0.8386,-11.3208,-0.184,-2.8018,0.5392,-0.4153,-1.9473,-11.5271,3.5594,0.6601,-3.6154,0.294,-3.4272,-1.0616,-0.4449,-0.9552,4.0796
"94",1.3506,2.5818,0.5794,-4.1653,6.2299,8.5326,20.5254,2.3424,6.2937,-1.19,NA,4.5819,2.3356,2.1389,8.165,NA,4.6539,8.2329,1.43,5.972,1.5967,3.749,8.1734,0.8059,3.9226,7.0549,8.976,0.3822,16.1394,8.9361,8.12,1.5819,1.4829,1.6237,-0.1659,1.1923,-2.8669,2.6753,4.4822,1.3587,-0.775,5.0887,8.9054,NA,-0.0662,6.6675,-4.3293,-1.9897,3.1202,11.8484,0.1323,8.4546,6.5503,8.1005,2.9393,4.7677,6.336,NA,0.7974,17.3037,0.9747,12.7617,13.6263,2.31,7.3179,7.4435,9.1981,2.26,7.3271,11.0847,5.8865,5.5073,NA,12.839,NA,1.9988,-1.8247,1.3991,6.2957,7.9403,6.6236,0.6662,11.6438,-12.087,-11.4731,2.5239,0.9966,13.6427,13.4615,22.008,5.6482,5.5641,2.8557,4.8581,10.166,NA,NA,2.3346,1.7609,1.0106,4.3387,4.1454,1.7529,2.9788,-1.6537,11.9396,10.8287,0.3772,4.5037,0.68,7.1673,1.0093,1.1496,1.0511,2.8787,-0.3503,-0.6,0.7481,6.6643,4.4554,9.5728,10.6762,0.8043,10.9809,11.2425,6.2168,3.037,4.936,2.64,7.0028,4.5343,0.4041,29.8,26.67,-1.0044,1.5146,1.4386,0,2.09,1.1113,-2.2643,2.8867,4.69,10.5015,5.93,7.3671,18.3876,7.454,5.8326,-0.0342,-5.7641,2.0024,3.078,3.078,4.1856,0.6122,0.1676,0.1676,4.5812,2.142,-3.7965,NA,7.56,9.42,3.6651,-0.87,10.12,5.4001,11.5783,0.9606,0.608,-0.5146,0.7526,0.7928,2.8489,10.5263,0.0474,1.4603,1.7021,4.4248,-0.3796,12.9653,15.0406,5.0664,18.1378,3.9335,4.4108,7.271,7.656,7.7319,4.4299,3.7157,0.9162,0.6577
"95",4.5248,16.9079,2.4703,6.0142,5.1702,6.1156,5.4005,2.3516,5.2732,-4.36,NA,7.2366,7.5606,9.2813,7.7572,NA,-0.2195,6.8887,3.12,5.4502,2.6766,3.0905,15.8175,7.7008,2.3486,6.367,7.7908,-0.1269,9.3507,1.6481,3.1708,0.5605,2.3034,-0.9687,-0.8973,1.8013,6.2349,1.346,6.3278,2.7615,1.1047,7.75,7.3004,NA,-0.0704,5.1858,5.3097,0.1491,2.6612,8.1358,0.939,8.2463,5.7997,8.01,3.0054,9.1105,4.9099,NA,1.9482,7.6136,1.3146,11.2476,9.4356,2.38,6.7895,8.411,8.7959,1.49,4.8795,3.756,8.5608,4.6399,-2.2321,17.1578,NA,18.509,1.1855,4.9109,-0.191,6.2968,2.2727,1.4874,13.2694,11.9747,11.2135,8.6286,4.6865,5.9669,2.8249,9.4537,3.8697,7.8212,3.6715,5.0856,4.952,NA,NA,2.8888,1.4743,0.3638,7.9818,0.9484,0.7596,2.2788,-1.2345,11.7209,12.2248,0.3605,16.0288,0.5269,2.1325,4.7709,3.2188,-0.1406,-0.626,1.6201,1.32,0.6903,7.2556,5.782,7.5679,5.97,0.7551,5.7132,5.7091,3.0396,3.5453,7.5008,2.2,7.0053,7.0305,0.3587,11.19,10.04,0.9154,1.0246,0.6105,0.16,0.9,1.7967,1.9163,2.455,4.1671,3.4396,0.97,14.117,8.6673,4.7068,2.9966,1.4717,2.4853,6.4247,1.5522,1.5522,3.3188,0.5508,3.3358,3.3358,3.9577,5.1936,6.2046,NA,5.33,8.15,2.4273,-0.18,7.41,5.5198,4.5555,0.1842,4.3933,7.6531,3.6829,0.6322,7.4684,1.8486,-0.364,0.7569,1.4644,1.2006,3.047,11.4448,9.8565,4.5136,0.0128,4.1754,14.5996,8.4759,6.6408,5.6275,9.8259,18.1807,7.0097,3.2818
"96",-3.3406,-1.0094,0.9809,1.3539,0.359,8.0723,-4.0757,2.623,0.2285,-6.9,NA,-2.397,-4.9592,-4.1649,-3.9425,NA,0.652,-3.4131,0.6,2.079,0.48,0.2511,2.6939,-2.0137,1.2874,-8.7388,-3.23,1.0165,2.8504,-2.9186,-5.3844,-0.0728,-2.8982,-1.8809,-0.6841,-9.9583,2.4358,-3.5085,-1.4232,3.1287,-6.4011,-3.531,-3.5674,NA,-0.0705,-5.8215,-4.7126,-1.8305,-0.6242,-1.8112,-0.4812,-3.0612,1.2298,-0.4942,1.5184,-0.3994,-4.1468,NA,4.1032,-4.4662,0.5945,-2.49,-5.3439,1.84,-2.1083,-0.9207,-3.2546,1.99,2.053,-4.3154,-3.8974,-3.1647,-6.9916,-4.2948,NA,2.1428,-6.7553,0.9528,-1.5808,-5.8114,-0.9244,1.9496,-0.2921,-5.3431,-5.0936,NA,2.1372,2.4211,-7.1429,-7.7049,-4.6569,-1.5995,-1.3415,-0.9162,-5.532,NA,NA,0.73,1.0646,-2.4014,-0.0202,5.6269,0.6494,0.1468,0.6811,-4.4767,-4.6495,0.3821,0.6077,0.5041,0.627,2.5477,1.2926,-0.1502,0.4041,0.9926,0.55,0.7497,0.8769,3.0466,-3.3168,-0.0809,-0.4612,0.9542,0.9678,5.0115,0.7631,-1.4658,0.69,-2.5068,-6.2226,0.4007,-2.52,-3.01,-1.6673,0.7295,0.3003,3.0052,0.77,0.3253,0.607,0.015,-0.2306,6.148,-1.68,2.0453,-6.1699,-8.2588,0.7262,-1.5051,-5.0656,-3.8569,1.1521,1.1521,0.3973,0.6051,0.0405,0.0405,-0.7473,-6.0538,-5.0255,NA,-5.6,-4.62,3.0651,-1.47,-4.31,-4.71,-5.6199,0.5413,-2.2145,-6.2697,-3.1455,0.8692,4.0049,-8.3926,0.2057,-1.3133,-3.299,0.0698,-1.88,-2.3159,-1.4625,2.7374,-7.2918,1.8003,-7.081,-5.0689,1.8002,0.8923,-5.2761,-4.6038,-2.9269,0.7881
"97",2.2495,0.1275,0.878,7.8621,0.4213,3.8352,-1.0104,-1.0866,-4.0397,1.88,NA,-1.3669,6.0656,1.9932,-2.0999,NA,1.4397,-1.782,-0.97,1.1051,2.5733,-0.1227,14.3965,1.6632,1.4224,-6.3838,-0.4601,-0.1258,-2.6126,-2.1283,-4.0738,-0.203,-4.1881,0.2048,4.7542,1.0846,-2.0603,0.9201,2.2065,-0.5231,3.7967,1.3761,-5.0285,NA,-0.0403,1.8696,-0.0247,-0.6532,-2.0266,-3.7161,-1.0179,-1.1101,-1.5198,-2.84,0.5985,1.9801,2.1725,NA,0.3261,-6.3141,0.2349,0.9554,-2.7131,1.77,-1.2461,1.1207,-0.4757,-2.2,-1.6135,-1.4097,0.9181,-0.9786,-0.7521,-2.1816,-1.361,-0.5814,0.6208,-1.5901,-0.987,2.0608,-4.5996,1.5723,-10.3143,-4.0523,-3.8616,-3.1628,1.0925,-4.551,-2.9586,-6.1441,3.856,0.641,-1.9085,1.2171,-1.267,1.1589,NA,-1.5,1.5474,-5.0139,1.339,-0.3769,0.3479,1.3068,1.0515,-5.1446,0.3751,0.3807,-3.923,0.5007,-0.9272,3.89,3.6181,-2.2462,0.0096,0.9829,0.85,0.6958,0.8072,3.5652,4.4941,2.8141,-2.1349,6.2942,6.3076,1.0265,1.699,2.5826,-0.68,3.1844,-0.7653,0.3846,4.08,3.54,-0.7225,-2.4907,-2.6246,0.2714,-2.38,-0.338,0.8114,0.0325,2.5229,-3.2027,-0.12,10.2874,-5.7341,1.303,0.0257,1.404,-3.2797,-1.8023,0.6649,0.6649,0.581,0.9877,0.2327,0.2327,0.9947,4.1041,5.5567,NA,-2.43,-2.27,2.0073,-3.88,-5.25,2.2199,1.4167,1.5185,3.8245,6.725,3.4833,1.7163,6.6191,-2.5202,0.3018,1.057,-1.7058,1.6736,-0.0433,1.1355,-0.53,3.1888,-3.9879,1.0693,-4.1378,7.4557,0.0893,0.9973,1.0498,-3.7411,1.2098,0.2944
"98",-2.86,-6.2137,-0.3463,-7.7705,-6.2215,-4.2469,-10.0769,0.855,-1.2409,-12.94,NA,0.4543,-0.7694,2.2635,-7.1409,8.0147,-0.0785,-7.1889,-1.78,-3.8221,-0.2366,-1.2181,-3.0818,-5.379,-5.4739,-17.0735,-6.51,0,-5.6507,-2.8279,-3.536,1.4799,-9.2114,1.0767,-2.4239,-7.9383,-4.3779,-3.3185,-8.2323,-1.1568,-1.3177,-5.8081,-8.5719,NA,0.0152,-5.6091,-6.0334,-1.9809,-2.5683,-7.9897,-3.6149,-7.1332,0.6399,-2.69,0.5693,-5.7884,-10.3013,NA,-2.4334,-12.903,-0.8248,-13.5289,-11.575,-4.65,-13.0422,-10.6085,-15.6498,2.32,-5.7223,-5.2592,-6.9427,-0.7086,-6.9798,-3.7242,-7.9173,-1.601,3.4662,-1.5636,-1.9175,-8.5715,-9.5611,1.2438,-33.8506,-12.0821,-11.4196,-6.9498,0.2687,-11.5448,-10.3659,-13.467,-5.396,-7.2338,-5.2472,-6.9025,-10.95,-7.867,NA,1.35,0.9441,-0.5865,-6.1777,-4.3133,1.7984,-1.7682,-1.5811,-11.9752,-2.9468,0.2882,-10.279,0.5355,-4.9387,-3.3549,-2.6287,-5.0091,-0.3604,0.6415,0.26,0.7337,-8.7157,-4.1142,-7.3272,-10.6232,-0.7828,-5.3979,-5.3746,-7.2622,-3.6106,-5.423,-2.17,-3.5558,-9.0093,0.3974,-11.15,-11.24,-2.418,-1.6033,-1.9768,-6.5829,0.42,-1.9867,-2.0901,-0.3022,-5.8899,0.4926,-2.64,-5.2551,-10.5086,-8.1342,-4.6324,-5.4833,11.3662,-0.9473,-2.0068,-2.0068,-4.3194,0.5392,0.3734,0.3734,-0.464,-6.0624,1.3421,NA,-6.69,-9.18,0.2153,-4.03,-11.9,-3.8801,-3.324,3.4919,1.4028,0.2767,1.9143,3.0258,-4.2369,-5.7073,0.9703,0.128,-18.872,-2.0233,-0.6808,-13.361,-11.6929,-3.6673,-22.0609,-1.8944,-3.3026,0.7557,-4.1325,-4.8219,-1.7626,-2.0097,-1.9695,-3.7406
"99",-2.1721,-0.3817,1.1637,-7.1607,-0.0635,3.1964,4.7941,-4.9756,0.5113,3.6,NA,0.664,-4.742,-3.9611,0.2142,0.4984,4.4,0.2293,-1.03,2.2501,0.95,1.259,-2.4049,0.0815,2.7794,-10.3644,3.27,0.3778,4.0964,-0.0502,1.2963,0.2588,-0.6066,-2.5247,-0.1387,-0.8322,-5.0826,-4.9034,1.4594,-3.3949,-0.3108,0.8505,-0.5421,NA,-0.0528,0.5104,-1.8045,1.7898,-0.5895,-0.62,1.1253,1.4763,0.3101,-0.24,1.1971,-0.4001,3.169,NA,-3.8839,8.3744,0.9014,5.0854,2.543,-0.47,4.7379,2.7265,7.9663,0.83,-2.302,0.9866,-0.6354,2.3099,-1.3625,1.4016,-0.1422,3.0374,-2.6051,4.5536,0.2749,-3.6189,1.9064,1.3478,5.6137,-0.0329,-0.1222,-1.5666,1.2001,6.037,3.4014,5.3437,0,-2.82,1.2821,-0.9477,2.579,-5.9199,NA,-1,2.4673,1.4258,1.9765,0.1882,-0.0602,-0.8776,0.1839,-0.4102,-0.484,0.2949,-1.3145,0.5145,0.9277,1.3191,0.7298,0.6377,0.598,-17.5324,-0.51,0.7026,1.552,1.9264,3.7921,1.9498,0.7469,3.1978,3.1987,-0.5218,-0.7421,-1.9273,-0.54,3.412,-3.809,0.3776,2.51,2,-0.5075,0.1013,-0.15,-0.4967,3.99,-0.678,-0.1625,1.5656,-1.3388,-2.7131,1.86,-3.6977,6.256,2.5626,-0.2787,1.4336,0.445,0.1793,1.9052,1.9052,2.8084,0.8107,1.7897,1.7897,1.3395,-3.9104,-3.7312,-0.5248,-0.5699,-0.12,0.3275,-2.33,0.12,-1.2201,-3.8336,0.7589,-2.8026,-5.8573,-1.8155,0.9122,7.9192,-2.4659,-0.5362,-1.0672,-8.5561,-0.56,1.0708,5.2727,2.4246,0.8456,4.7022,3.0231,0.5938,-3.1591,2.1177,0.0801,-2.2237,0.4641,-1.0814,1.0219
"100",-2.8202,-3.4489,1.4025,2.6179,-0.3266,3.1394,-0.485,-0.6873,0.6662,1.23,NA,-1.2909,-5.1156,-6.1142,-0.4737,-3.8257,-0.4942,-0.4399,2.53,3.3705,0.1175,2.0467,-0.4199,9.6599,2.8081,-0.3562,2.76,1.0038,3.9851,0.502,0.3347,1.4682,-6.4248,-2.0212,-0.311,-1.419,0.6441,0.2856,-3.453,-1.0412,-0.5774,-0.9019,-0.2309,NA,-0.0528,-0.9068,1.4184,1.5924,2.3335,2.8568,1.7289,-0.8213,0.2997,-0.9601,1.9771,-0.5573,-1.6674,1.88,0.5447,0.6567,0.0144,4.2665,-2.5231,1.97,1.1644,0.8839,2.2145,1.57,0.6213,2.8554,-0.1291,-1.2298,-3.5188,-9.0918,-3.3046,-3.5998,-1.7702,-1.8839,-0.2831,-2.7263,-2.2109,1.4396,5.5618,-6.0892,-5.7423,-2.3099,2.3133,-0.0726,1.3158,-0.2128,-1.7268,1.7663,0.7038,1.2024,1.416,0.4094,-0.21,0.24,1.2756,-1.4057,2.9242,1.9342,0.0765,2.2102,0.1694,-0.7804,-1.1607,0.3092,-1.7738,0.4751,1.2953,0.2629,0.3798,2.273,-1.1379,2.1944,1.96,0.7195,2.5914,7.1306,1.4178,3.4684,-0.9239,6.64,6.6372,-4.3958,1.5874,4.9632,0.41,1.5023,-2.8506,0.394,-2.4,-2.81,-0.3582,0.4506,0.2415,-0.9255,0.81,-0.5973,-1.4534,0.7498,3.6971,1.7914,0.85,0.192,-0.5393,2.4448,0.0795,1.9593,-7.386,-0.358,1.4684,1.4684,2.8678,1.064,2.0743,2.0743,1.3551,-2.2969,-6.257,-2.22,-0.5,0.06,1.6933,-0.2,-2.37,0.44,-2.3564,-0.5949,-2.461,-4.1397,-2.5247,-0.1712,1.6085,-3.8543,-0.6419,-0.7959,5.2632,0,-1.3884,4.4521,4.0834,0.5005,-1.9373,3.0114,2.4998,0.575,0.6377,0.5868,0.8702,-0.8765,-1.1343,1.1203
"101",-1.9924,-0.1852,0.6749,2.5937,-0.3302,6.6578,2.116,1.6121,2.3951,8.01,NA,0.0634,-4.5306,1.395,2.1866,1.6953,3.2601,2.19,2.08,2.5756,0.843,0.6418,-5.1773,-1.3857,0.3259,-1.6216,1.02,-0.6211,2.6427,0.6394,1.4712,0.1066,6.963,-0.4278,0.2854,-0.4204,-1.4667,-0.7831,-0.9006,0.4856,-0.2671,0.4787,6.2862,-3.9,-0.0531,-1.2079,-3.0434,1.4741,0.0067,1.5043,1.0222,-2.1019,2.12,4.33,2.4224,0.0912,3.8574,0.108,2.63,0.4522,1.2335,-3.9397,9.4484,1.9,1.3863,3.1542,3.6007,-0.0601,3.0043,-0.4604,0.5321,-0.669,-2.7233,4.0889,2.3066,2.5641,-5.5959,3.2311,2.8536,0.577,1.7391,0.9296,0.3733,-5.1788,-4.8756,-0.7221,0.4316,2.0388,0.6494,-2.5752,-2.6092,2.9507,1.064,0.7279,-0.948,-1.1415,2.5854,3.6996,1.259,4.9164,5.0406,-1.3096,-0.1272,0.8472,1.4151,6.4819,1.5211,0.233,-0.277,0.6389,-1.47,-0.0848,-0.2519,0.6097,-0.5883,1.2345,0.93,0.6695,0.3238,1.3633,-1.9313,3.9578,0.6729,2.2871,2.292,1.8606,-0.0454,4.6319,0.39,1.9377,-2.2514,0.3922,-2.27,-2.66,-0.6858,0.3754,0.0314,2.7186,0.64,1.5237,3.0985,0.9988,0.7959,-3.1563,1.7699,-3.8563,0.5423,-1.4214,-0.2288,2.4787,7.2764,-1.976,1.675,1.675,3.4249,0.6488,0.7645,0.7645,0.4597,-4.9751,1.579,-2.1286,-0.8,-0.45,2.0642,-0.73,4.92,-0.08,1.0342,-0.6226,-2.0241,-2.2998,-1.7802,-1.66,7.4951,-2.74,-0.1127,-1.0048,-2.2222,0.3168,1.5906,-3.7682,5.0474,0.4986,-1.1315,1.6306,-3.6769,1.3767,-0.6121,-0.4702,6.7944,13.5873,-0.774,-0.0184
"102",2.7732,4.153,0.9126,-7.982,5.1623,4.4447,15.7482,3.4635,4.5707,12.33,2.36,2.2914,3.4865,2.6855,5.6213,2.3317,4.2294,5.6674,0.65,-0.1974,-1.0735,2.1672,-3.8216,1.5557,4.1361,7.7012,2.6526,1.75,5.5616,1.4393,0.5513,-0.0159,8.0715,4.7715,2.5213,4.0475,NA,3.8587,5.075,4.8329,1.8516,4.3583,4.5114,-2.6015,-0.0525,3.4457,3.5925,-3.7094,0.5786,2.503,0.0231,4.6723,3.9897,6.4,1.4523,4.4573,2.5637,0.353,2.3611,14.5641,2.084,-2.5994,2.1501,6.42,4.514,4.0784,5.55,2.0903,6.8056,3.8985,4.6349,4.7147,3.1237,13.7995,10.9205,-2.1199,-0.6007,0.49,2.5904,5.7198,0.1709,0.7723,2.576,3.801,3.4814,2.6966,1.7615,4.5398,14.1935,15.5062,4.4286,7.0087,0.3974,4.8924,14.571,5.9738,-0.5959,-0.1896,1.2678,3.4677,1.4755,3.663,-0.7297,1.9373,-1.7813,2.8443,5.5305,0.315,3.4105,0.6655,4.9544,0.2355,0.5021,-1.212,0.1852,-0.7471,-1.1,0.6733,4.0349,7.1203,5.8454,12.0342,-1.6152,7.8589,7.844,2.2612,2.3701,8.286,1.1,0.2291,1.2772,0.3765,12.27,11.64,1.8079,0.8756,0.629,5.4772,-0.8201,0.3734,1.7096,0.8314,6.9777,0.2939,1.46,-3.7369,13.3933,8.1555,4.1058,2.423,-1.2791,5.9866,3.9267,3.9267,0.048,0.8575,1.3157,1.3157,1.3303,4.8457,4.861,4.5514,-0.41,0.08,-0.5858,5.81,4.7801,2.74,5.5525,0.777,1.8737,3.3485,2.4811,0.2093,1.6943,7.3171,-0.1705,0.5199,-0.5682,0.6316,0.8358,-2.4257,2.4631,-2.5664,4.7593,1.2294,4.1262,-3.4526,5.9119,8.0437,2.581,-2.0122,3.5706,1.3498
"103",1.3653,2.6809,1.006,0.8513,1.7208,2.3852,-3.0498,1.7288,-0.1655,9.45,-1.01,2.3358,-1.5897,1.8359,1.247,1.2161,3.4698,1.0656,-0.53,1.7847,0.9638,1.4434,-1.886,3.0802,-0.1844,-1.8185,-0.4999,-0.2457,5.8802,2.4269,1.9061,1.6333,2.4036,0.3247,1.5944,1.1711,3.8779,3.0552,1.5198,0.0288,1.3378,6.0418,1.8921,0.2137,-0.055,3.9995,4.51,-1.487,0.8631,2.6143,0.1992,2.3314,-0.6498,-0.3,2.0502,0.5235,2.6689,0.7328,0.2719,-0.5216,0.7345,1.9273,1.1165,1.46,-2.9683,-3.5598,-3.6095,2.01,3.381,-2.6705,6.1385,7.0931,0.6221,6.6795,4.2325,5.1022,0.6356,-0.0398,-1.7052,2.5389,-1.8771,7.0629,-3.7234,9.7649,9.0476,3.7055,0.0311,-0.1108,-1.6949,-3.556,2.7225,3.2185,1.0383,3.8961,-1.388,7.7496,1.0417,1.39,1.1254,-4.8913,-1.1478,2.9327,-1.2273,2.9768,-0.2702,4.11,6.5247,0.3439,3.163,0.6242,2.1054,2.5063,2.0769,-0.2968,0.1438,0.9258,0.84,0.6794,0.4034,-0.517,1.8383,-0.6366,-0.9486,2.6121,2.6594,2.9645,-0.798,3.6358,-0.66,3.1907,4.3652,0.3889,-3.03,-3.44,-0.4819,-0.8228,-1.0812,-0.5619,-1.87,1.755,2.7397,1.8894,-0.3388,5.6879,5.64,0.5952,-3.827,0.0985,0.9783,0.7364,1.1412,3.9193,3.3017,3.3017,1.7988,0.7718,1.5924,1.5924,0.6608,0.8062,-4.4269,3.7427,1.59,1.96,3.5152,0.95,2.2299,0.9401,4.8374,0.5686,1.2828,1.5104,-1.0873,0.7239,2.7682,7.2058,-1.2124,-0.728,-7.4286,-1.7085,1.2892,2.1104,2.6373,1.7972,3.0518,1.6129,7.0217,-0.298,-0.5447,1.8871,1.4845,-1.578,2.3262,1.5166
